Articulo,Descripcion,Rubro,CON EL 20%,Stock,img
1-218-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EXTERIOR 12 W,ELECTRICIDAD,"$3,616.84",20,
1-217-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EXTERIOR 6 W,ELECTRICIDAD,"$2,597.31",20,
1-067,TREFI TUBO LED 9 W,ELECTRICIDAD,"$1,913.90",20,
1-320,TREFI TUBO LED18W,ELECTRICIDAD,"$2,449.62",20,
5-238,TRIPLE ACCION ALUMINIO 1 LT,PINTURA,"$13,215.71",20,
5-239,TRIPLE ACCION ALUMINIO 1/2 LT,PINTURA,"$7,612.94",20,
5-240,TRIPLE ACCION ALUMINIO 1/4LT,PINTURA,"$4,693.63",20,
5-241,TRIPLE ACCION ALUMINIO 4LT,PINTURA,"$49,227.47",20,
5-242,TRIPLE ACCION AMARILLO 1 LT,PINTURA,"$9,277.00",20,
5-243,TRIPLE ACCION AMARILLO 1/2 LT,PINTURA,"$5,547.26",20,
5-244,TRIPLE ACCION AMARILLO 1/4 LT,PINTURA,"$3,702.56",20,
5-245,TRIPLE ACCION AMARILLO 4 LTS,PINTURA,"$33,582.47",20,
5-246,TRIPLE ACCION AZUL MARINO 1 LT,PINTURA,"$8,427.19",20,
5-247,TRIPLE ACCION AZUL MARINO 1/2 LT,PINTURA,"$5,121.67",20,
5-248,TRIPLE ACCION AZUL MARINO 1/4 LT,PINTURA,"$3,482.41",20,
5-249,TRIPLE ACCION AZUL MARINO 4 LTS,PINTURA,"$30,205.03",20,
5-250,TRIPLE ACCION AZUL TRAFUL 1 LT,PINTURA,"$8,427.19",20,
5-251,TRIPLE ACCION AZUL TRAFUL 1/2 LT,PINTURA,"$5,121.67",20,
5-252,TRIPLE ACCION AZUL TRAFUL 1/4 LT,PINTURA,"$3,482.41",20,
5-253,TRIPLE ACCION AZUL TRAFUL 4 LT,PINTURA,"$30,205.03",20,
5-254,TRIPLE ACCION BERMELLON 1 LT,PINTURA,"$9,277.00",20,
5-255,TRIPLE ACCION BERMELLON 1/2 LT,PINTURA,"$5,547.26",20,
5-256,TRIPLE ACCION BERMELLON 1/4 LT,PINTURA,"$3,702.56",20,
5-257,TRIPLE ACCION BERMELLON 4 LTS,PINTURA,"$33,584.87",20,
5-258,TRIPLE ACCION BLANCO 1 LT,PINTURA,"$9,277.62",20,
5-259,TRIPLE ACCION BLANCO 1/2 LT,PINTURA,"$5,546.87",20,
5-260,TRIPLE ACCION BLANCO 1/4 LT,PINTURA,"$3,702.56",20,
5-261,TRIPLE ACCION BLANCO 4LTS,PINTURA,"$33,584.87",20,
5-262,TRIPLE ACCION GRIS ESPACIAL 1 LT,PINTURA,"$8,427.19",20,
5-263,TRIPLE ACCION GRIS ESPACIAL 1/2 LT,PINTURA,"$5,121.67",20,
5-265,TRIPLE ACCION GRIS ESPACIAL 1/4 LT,PINTURA,"$3,482.41",20,
5-264,TRIPLE ACCION GRIS ESPACIAL 4 LTS,PINTURA,"$30,205.03",20,
5-266,TRIPLE ACCION GRIS OSCURO 1 LT,PINTURA,"$8,427.19",20,
5-267,TRIPLE ACCION GRIS OSCURO 1/2 LT,PINTURA,"$5,121.67",20,
5-268,TRIPLE ACCION GRIS OSCURO 1/4 LT,PINTURA,"$3,482.41",20,
5-269,TRIPLE ACCION GRIS OSCURO 4 LTS,PINTURA,"$30,205.03",20,
5-270,TRIPLE ACCION GRIS PERLA 1 LT,PINTURA,"$8,427.19",20,
5-271,TRIPLE ACCION GRIS PERLA 1/2 LT,PINTURA,"$5,121.67",20,
5-272,TRIPLE ACCION GRIS PERLA 1/4 LT,PINTURA,"$3,482.41",20,
5-273,TRIPLE ACCION GRIS PERLA 4 LTS,PINTURA,"$30,205.03",20,
5-274,TRIPLE ACCION MARRON 1 LT,PINTURA,"$7,560.86",20,
5-275,TRIPLE ACCION MARRON 1/2 LT,PINTURA,"$4,619.17",20,
5-276,TRIPLE ACCION MARRON 1/4 LT,PINTURA,"$3,222.22",20,
5-277,TRIPLE ACCION MARRON 4 LTS,PINTURA,"$26,258.54",20,
5-278,TRIPLE ACCION NARANJA 1 LT,PINTURA,"$9,277.00",20,
5-279,TRIPLE ACCION NARANJA 1/2 LT,PINTURA,"$5,547.26",20,
5-280,TRIPLE ACCION NARANJA 1/4 LT,PINTURA,"$3,702.56",20,
5-281,TRIPLE ACCION NARANJA 4 LTS,PINTURA,"$33,584.87",20,
5-282,TRIPLE ACCION NEGRO 1 LT,PINTURA,"$7,870.84",20,
5-283,TRIPLE ACCION NEGRO 1/2 LT,PINTURA,"$4,619.17",20,
5-284,TRIPLE ACCION NEGRO 1/4 LT,PINTURA,"$3,222.22",20,
5-285,TRIPLE ACCION NEGRO 4 LTS,PINTURA,"$26,213.32",20,
5-286,TRIPLE ACCION OCRE 1 LT,PINTURA,"$8,427.19",20,
5-287,TRIPLE ACCION OCRE 1/2 LTS,PINTURA,"$5,121.67",20,
5-288,TRIPLE ACCION OCRE 1/4 LTS,PINTURA,"$3,482.41",20,
5-289,TRIPLE ACCION OCRE 4 LTS,PINTURA,"$30,205.03",20,
5-290,TRIPLE ACCION VERDE INGLES 1 LT,PINTURA,"$8,427.19",20,
5-291,TRIPLE ACCION VERDE INGLES 1/2 LT,PINTURA,"$5,121.67",20,
5-292,TRIPLE ACCION VERDE INGLES 1/4 LT,PINTURA,"$3,482.41",,
5-293,TRIPLE ACCION VERDE INGLES 4 LTS,PINTURA,"$30,205.03",,
5-294,TRIPLE ACCION VIOLETA 1  LTS,PINTURA,"$11,013.09",,
5-295,TRIPLE ACCION VIOLETA 1/2 LTS,PINTURA,"$6,344.12",,
5-296,TRIPLE ACCION VIOLETA 1/4 LTS,PINTURA,"$3,971.79",,
5-297,TRIPLE ACCION VIOLETA 4 LTS,PINTURA,"$44,175.34",,
1-289,TUBO LED CANDELA  9W,ELECTRICIDAD,"$1,624.38",,
1-298,TUBO LED CANDELA 18 W,ELECTRICIDAD,"$2,074.38",,
2-879,TUBO MAGNETICO HEXAGONAL 5 X 5/16,FERRETERIA,"$2,742.19",,
2-061,TUBO MAGNETICO HEXAGONALES 5 X 3/8,FERRETERIA,"$3,564.84",,
1-291,UFO HIGHBAY ILUMINACION DE GALPON 100 W,ELECTRICIDAD,"$20,096.84",,
1-292,UNION CAÑO RIGIDO PVC 20,ELECTRICIDAD,$181.92,,
1-293,UNION CAÑO RIGIDO PVC 22,ELECTRICIDAD,$211.70,,
1-294,UNION CAÑO RIGIDO PVC 25,ELECTRICIDAD,$225.22,,
100101,VENCIDA 20 LTS,PINTURA,$0.00,,
5-298,VENDA PARA IMPERMEABILIZAR 1 MT X 25 CM,PINTURA,"$10,263.98",,
5-299,VENDA PARA IMPERMEABILIZAR 10 CM X 25 CM,PINTURA,"$1,183.29",,
5-300,VENDA PARA IMPERMEABILIZAR 20 CM X 25 CM,PINTURA,"$1,857.27",,
GG-008-V12,VENTILADOR CON PLAFON 12 W,ELECTRICIDAD,"$27,057.86",,
GG-008-V15,VENTILADOR CON PLAFON 15 W,ELECTRICIDAD,"$30,354.26",,
1-295,ZAPATILLA 5 TOMA SIN TECLA BINORMA,ELECTRICIDAD,"$2,731.73",,
1-295-T,ZAPATILLA GFP 4 MULTITOMA SIN TECLA,ELECTRICIDAD,"$2,901.15",,
1-296,ZAPATILLA MULT 4 TOMAS C/BORNERA Y TECLA,ELECTRICIDAD,"$4,810.08",,
1-298,ZOCALOS GU 10 PORCELANA,ELECTRICIDAD,$565.52,,
